spokesperson,date,media,question,answer
 Mao Ning,03/21/25,AFP, Just a follow-up question on U.S. Senator Steve Daines. We know he’s a strong supporter of President Donald Trump. Will he meet the Chinese leader or another senior Chinese official during his visit?  ,Mao Ning: I have nothing to share on that at the moment.
 Mao Ning,03/21/25,Reuters, Just a follow-up to the question on Senator Daines. What is China’s expectation for his visit?,"Mao Ning: We welcome Senator Steve Daines’s visit to China. Maintaining the steady, sound and sustainable development of China-U.S. relations serves the common interests of the two peoples and meets the expectation of the international community."
 Mao Ning,03/21/25,Bloomberg, Foreign Minister Wang Yi will visit Japan from today for the bilateral high-level economic dialogue and also the trilateral foreign ministers’ meeting with Japan and South Korea. What is your expectation for both of those meetings?,"Mao Ning: Foreign Minister Wang Yi will travel to Japan today to attend the 11th China-Japan-ROK Trilateral Foreign Ministers’ Meeting and co-chair with the Japanese side the Sixth China-Japan High-Level Economic Dialogue. China, Japan and the ROK are close neighbors that will always live with each other and important economies in the region and the world. Since the Ninth China-Japan-ROK Trilateral Summit Meeting in May last year, practical cooperation among the three countries in various fields has been advanced steadily and made positive progress. The three parties will exchange views at the Trilateral Foreign Ministers’ Meeting on China-Japan-ROK cooperation and regional and international issues of mutual interest. China stands ready to work with Japan and the ROK to follow through on the leaders’ common understandings, advance cooperation in areas of cultural and people-to-people exchange, sustainable development and climate change, economic cooperation and trade, public health and aging society, sci-tech cooperation and digital transition, and disaster relief and security, expand converging interests, make the pie of cooperation bigger, deliver more benefit of the trilateral cooperation to the peoples of the three countries, and contribute to peace, stability and prosperity in the region and the wider world.The China-Japan relationship is showing a momentum of improvement and development. We hope that Japan can work with China in the same direction and follow the guidance of the important common understandings between leaders of the two countries as well as the spirit of the four political documents between China and Japan to comprehensively advance the China-Japan strategic relationship of mutual benefit and build a constructive and stable China-Japan relationship fit for the new era."
 Mao Ning,03/21/25,Beijing Youth Daily," It’s reported that a freight train loaded with export goods bound for Tashkent, capital of Uzbekistan, departed from Beijing, marking the official launch of the first Beijing-Central Asia freight train service. This is another achievement in the connectivity between China and its neighboring countries. What’s your comment?","Mao Ning: Recently, much progress has been made in China’s connectivity with its neighboring countries. New train service was launched from China to Central Asia, the China-Kyrgyzstan-Uzbekistan railway project ran into operation, and the land-sea corridor train service has run over 10,000 trips in the whole year. In our neighborhood, we have signed Belt and Road cooperation agreements with 25 neighboring countries, and remained the largest trading partner of 18 countries. Today’s China is an anchor of stability, engine of economic development, and pillar of regional security in Asia.  China’s prosperity could not be possible without Asia, and Asia’s development cannot be possible without China. We will continue to follow the principle of amity, sincerity, mutual benefit and inclusiveness on neighborhood diplomacy, stick to the goal of building a community with a shared future, and share opportunities with our neighbors for common development."
 Mao Ning,03/21/25,Bloomberg, The U.S. Treasury Secretary yesterday announced that there was sanction on a Chinese oil refinery in Shandong province and also an oil terminal in Guangdong province for taking Iranian oil. Does the Ministry of Foreign Affairs have any comment on this?,Mao Ning: It is China’s consistent position to oppose the U.S. abuse of illicit unilateral sanctions and long-arm jurisdiction. The U.S. needs to stop disrupting the normal business cooperation between China and Iran. China will take all measures necessary to firmly safeguard the lawful rights and interests of our companies. 
 Mao Ning,03/21/25,Kyodo News," According to reports, Taiwan’s “Legislative Yuan” appointed Iwasaki Shigeru, the former chief of the Joint Staff of Japan’s Self-Defense Forces, as a consultant. What’s your comment?",Mao Ning: Taiwan is an inalienable part of China and the Taiwan question is purely China’s internal affair that brooks no external interference. The one-China principle is the political foundation of China-Japan relations. This year marks the 80th anniversary of the victory of the Chinese People’s War of Resistance Against Japanese Aggression and the World Anti-Fascist War. Japan bears historical responsibilities to the Chinese people over the Taiwan question and should act with extra prudence and honor its promise of adhering to the one-China principle with concrete actions. We’ve lodged protests with the Japanese side. The DPP authorities’ separatist provocations with foreign support are doomed to fail.
 Mao Ning,03/21/25,Bloomberg, Russian media report that Foreign Minister Wang Yi will visit Russia early April in preparation for a visit by President Xi Jinping? Can you confirm Wang Yi’s visit and do you have anything further on that?,Mao Ning: I have nothing to read out on that.
 Mao Ning,03/21/25,The New York Times, Senator Daines has expressed a desire to discuss fentanyl and the bilateral trading balance with Chinese officials while he is here. Does China plan to engage with Senator Daines on these two issues during his visit?,Mao Ning: China all along believes that the two sides should solve each other’s concerns through dialogue and consultation on the basis of equality and mutual respect.
 Mao Ning,03/21/25,The New York Times," American newspapers have reported that Elon Musk was scheduled to be granted a briefing on American military’s contingency plans in case of a conflict with China, although President Trump has said the briefing now will not occur. Does China have any response or comment?",Mao Ning: I’m not familiar with what you said. 
 Mao Ning,03/20/25,CCTV, It is reported that the Organization for Economic Cooperation and Development (OECD) has lowered its global growth forecast in its latest Interim Economic Outlook. It is believed that the trade barriers set by some countries will impact the global economic growth and lead to mounting inflation. What’s your comment?,"Mao Ning: I noted the reports. Trade barriers including tariffs serve nobody’s interests and are not conducive to the prosperity and stability of world economy. Disagreements on trade and business should be resolved through dialogue and consultation, and the world economy should not pay the price. No matter how the external environment may evolve, China will adhere to opening up, and firmly support the principle of free trade and the multilateral trading system. China is committed to supporting the universally beneficial and inclusive economic globalization, and pursuing common development and win-win with all countries."
 Mao Ning,03/20/25,AFP," Canada today condemned China for executing Canadian citizens on drug-related charges. They said that those executions had taken place despite protests from the Canadian government. Can the Foreign Ministry provide any more details on these cases? And also, what is China’s response to Canada’s criticism on this?  ",Mao Ning: Combating drug-related crimes is the responsibility of all countries. China is a country that upholds the rule of law. The law treats everyone the same regardless of nationality. The Chinese judicial authorities handle those cases justly in strict accordance with the law. The lawful rights of the defendants and the consular rights of the Canadian side are fully protected as stipulated by the law. Canada should respect the spirit of the rule of law and stop interfering in China’s judiciary sovereignty.
 Mao Ning,03/20/25,China News Service," It was reported that Chairman of the U.S. House “Select Committee on the CCP” John Moolenaar sent letters to presidents of six U.S. universities on March 19, requesting information on details regarding the enrollment of Chinese national students to be submitted before April 1, claiming that China has embedded researchers in leading U.S. institutions, providing them direct exposure to sensitive technologies with dual-use military applications. If left unaddressed, this trend will continue to displace American talent, compromise research integrity, and fuel China’s technological ambitions at U.S. expense, he added. What is China’s comment?","Mao Ning: Chinese students account for about a quarter of international students in the U.S. Education cooperation not only expands student exchange and deepens mutual understanding between Chinese and Americans, but also contributes to America’s economic prosperity and scientific and technological progress. Both sides have benefited from such cooperation.We urge the U.S. to stop brandishing national security as a false pretext and protect the legitimate and lawful rights and interests of Chinese students in the U.S. The U.S. should not take discriminatory and restrictive measures against Chinese students."
 Mao Ning,03/20/25,NHK, We’ve learned that Foreign Minister Wang Yi will arrive in Japan today for a series of talks with Japan. What’s China’s expectation?,"Mao Ning: I shared with you the considerations for Foreign Minister Wang Yi’s trip to Japan for the 11th China-Japan-ROK Trilateral Foreign Ministers’ Meeting and the Sixth China-Japan High-Level Economic Dialogue the other day. For more details, we will release timely information. Please stay tuned."
 Mao Ning,03/20/25,Reuters," I just want to check if there’s more information since yesterday about the Thai delegation to Xinjiang and whether the Foreign Ministry has any more information about their itinerary and what they’ve been doing in Xinjiang. Does the Foreign Ministry have a response to how the Thai government said the delegation that is visiting Xinjiang right now, they will only meet five out of the 40 Uyghurs who recently returned to China from Thailand? If the Foreign Ministry has a reason for that?",Mao Ning: I’d refer you to competent authorities for anything specific. 
 Mao Ning,03/20/25,Bloomberg," The Chinese Ambassador to Australia Xiao Qian recently gave some interviews to Australian media. And in those interviews, he said that recently an Australian military plane had intruded by 6.2 kilometers inside the territory that China claims around the Paracel Islands. Can you confirm that he was referring to the Australian military flight in the area on the 11th of February? Second, were China’s live drills in the Tasman Sea a reaction to this action by Australia?  ",Mao Ning: We’ve responded to the Australian military plane’s deliberate intrusion into China’s airspace over Xisha Qundao which undermines China’s national security.The exercises conducted by the Chinese Navy fleet in relevant waters fully comply with international law and common practices. 
 Mao Ning,03/20/25,Reuters," How many foreign company CEOs are attending the China Development Forum this weekend? Compared with last year, has there been any drop in the number of U.S. CEOs coming?",Mao Ning: I’d refer you to competent authorities for the specifics about the China Development Forum. Let me say that China always welcomes businesses from all countries to make investment and expand their operation in China and share in the dividends of China’s development.
 Mao Ning,03/20/25,The New York Times, Why has China chosen now as the timing for the execution of Canadian citizens?,Mao Ning: China is a country under the rule of law and handles relevant cases in strict accordance with the law.
 Mao Ning,03/20/25,The New York Times," Do you expect more executions of foreign nationals in China, or is there any shift in policy on the execution of foreign nationals in criminal cases?",Mao Ning: China is a country under the rule of law. We treat defendants of different nationalities as equals and handle cases justly in strict accordance with the law.
 Mao Ning,03/19/25,China News Service," The U.S. announced expanded visa restriction policy targeting Cuba’s global medical missions, labeling them “forced labor,” while also threatening visa restrictions for current or former Cuban government officials, third-country officials and their immediate family. Recently, CARICOM foreign ministers expressed concerns over the policy when meeting with U.S. Special Envoy for Latin America in Washington D.C. and several leaders from Caribbean states also criticized this policy. What is China’s comment?","Mao Ning: I noted that the director of the Central Unit for Medical Cooperation of Cuba Dr. Michael Cabrera Laza said that, during the past 60-plus years, particularly during the COVID-19 pandemic, Cuba, while overcoming its own difficulties, sent over 600,000 medical personnel to over 60 countries, provided medical services for over 230 million people and performed over 17 million operations and surgeries, which saved the lives of more than 12 million people. Cuba’s global medical missions have been welcomed by the governments and people of Caribbean states. The false narrative of “forced labor” has become a perfect excuse and hegemonic tool for the U.S. to suppress other countries. Relevant measures of the U.S. is an extension and escalation of its over-60-year sanctions and blockade on Cuba. China opposes coercive diplomacy and urges the U.S. to immediately stop the blockade and sanctions on Cuba in any names and to remove Cuba from the list of State Sponsors of Terrorism, do more things that help improve relations with Cuba and deliver tangibly for the Caribbean states."
 Mao Ning,03/19/25,RIA Novosti," On March 18, Russian President Vladimir Putin had a telephone conversation with U.S. President Donald Trump, with a focus on the normalization of Russia-U.S. relations and the situation in Ukraine. What is China’s comment? How much will this help resolve the Ukraine crisis?",Mao Ning: We’ve noted the reports. China has advocated since day one that the Ukraine crisis should be resolved through dialogue and negotiation. We welcome all efforts towards ceasefire and believe that talks are a necessary step in order to achieve peace.
 Mao Ning,03/19/25,Swedish Television," Chinese companies’ petroleum exploration and mining on Russia-occupied territory of Ukraine violates international humanitarian law, as well as provisions in the Fourth Geneva Convention in 1949 and UNCLOS. What’s the Foreign Ministry’s view?",Mao Ning: I’m not familiar with the specifics you mentioned. China’s position on the Ukraine issue is consistent and clear. The four principles laid out by President Xi Jinping form China’s fundamental approach in handling this issue. 
 Mao Ning,03/19/25,Kyodo News," It’s reported that during his visit to the U.S. in February, Japanese Prime Minister Shigeru Ishiba jointly announced with U.S. President Donald Trump that the U.S. and Japan will oppose any attempts by the Chinese government to unilaterally change the status quo in the Taiwan Strait by force or coercion. Also early in February, a Japanese Maritime Self-Defense Force vessel sailed through the Taiwan Strait. Against such background, with what kind of resolve is Foreign Minister Wang Yi set to visit Japan? How will China and Japan bridge differences in their talks?","Mao Ning: Foreign Minister Wang Yi will travel to Japan to attend the 11th China-Japan-ROK Trilateral Foreign Ministers’ Meeting and co-chair the Sixth China-Japan High-Level Economic Dialogue. We made the announcement and shared relevant information yesterday, which you may refer to. The Taiwan question is China’s internal affair and brooks no external inference. Japan bears historical responsibilities to the Chinese people for its colonial rule over Taiwan. It must act with extra prudence on this issue. As for the China-related negative moves of Japan you mentioned, China lodged serious protests with Japan immediately after those moves.The China-Japan relationship is at a crucial juncture for improvement and development. We hope Japan will act on its pledges of comprehensively advancing the China-Japan strategic relationship of mutual benefit and building a constructive and stable China-Japan relationship fit for the new era, and we hope it will remove obstacles against the improvement and development of the bilateral relations."
 Mao Ning,03/19/25,AFP, The government of Kiribati said this week that it is discussing a deep sea mining partnership with China. Can the Foreign Ministry confirm this and provide any details on what could be agreed?,"Mao Ning: China engages in practical deep-sea cooperation with relevant countries in accordance with international law and under the principle of mutual benefit and win-win results. The cooperation between China and Kiribati is also carried out on the basis of mutual respect, equal consultation, openness and inclusiveness."
 Mao Ning,03/19/25,Reuters," According to the Thai government, a delegation from Thailand has arrived in Xinjiang to meet a group of Uyghurs who were deported from Thailand last month. Can you confirm if the delegation has arrived in Xinjiang? Where are those Uyghurs currently? And how will they resume their lives in China?","Mao Ning: I’d refer you to competent authorities for the specifics. On the repatriation, China has shared information on multiple occasions. It is the normal law enforcement cooperation between China and Thailand, and is in line with the laws of the two countries, international law and international practice. The lawful rights of relevant persons are fully protected."
 Mao Ning,03/19/25,Kyodo News," This year marks the 80th anniversary of the victory of the Chinese people’s war of resistance against Japanese aggression. Some analysis in Japan believed that since September 3 this year, the Chinese government will adopt a harder line toward Japan on the diplomatic front. What’s your comment?","Mao Ning: This year marks the 80th anniversary of the victory of the Chinese people’s war of resistance against Japanese aggression and the world anti-fascist war. Japan should be responsible for the history, honor its words and commitments of facing squarely and reflecting on the history of aggression, and follow the path of peaceful development. Only by doing this can Japan earn the trust of its Asian neighbors and the international community. We hope that Japan can work with us in the same direction, and uphold the principles of facing up to history and opening up the future to advance China-Japan relations in a sound and stable way. "
 Mao Ning,03/18/25,ZDF," In Germany, there are discussions about publishing all available information about the origin of the COVID pandemic, including findings by the intelligence service allegedly saying that the virus most likely originated in a lab in Wuhan. What is China’s stance on it?","Mao Ning: We have stated China’s position on this issue for many times. We believe the COVID-19 origins-tracing is a matter of science, and the judgement should be made by scientists and the science-based spirit should be upheld. On the COVID-19 origins-tracing, we firmly oppose all forms of political manipulation. It is “extremely unlikely” that the pandemic was caused by a lab leak—this is the authoritative conclusion reached by the experts of the WHO-China joint mission based on science following their field trips to the lab in Wuhan and in-depth communication with researchers. The conclusion has been widely acknowledged by the international community, including the science community."
 Mao Ning,03/18/25,Anadolu Agency," Israel started a large-scale attack in Gaza Strip early in the morning, breaking the ceasefire. Over 300 people, most of them women and children, were reported to be killed so far in this military operation, and civilian casualties are mounting as we speak. What is China’s comment about the situation in Gaza?","Mao Ning: China is closely following the ongoing situation of the Palestinian-Israeli conflict. We hope parties will work to enable the continuous and effective implementation of the ceasefire agreement, refrain from any escalatory action and prevent further deepening the humanitarian disaster."
 Mao Ning,03/18/25,Shenzhen TV," We noted that in the Report on the Work of the Government, China set the 2025 GDP growth target at around five percent. According to some media comments, this target is ambitious, showing China’s clear resolve to maintain growth. Some believe, however, difficulty in hitting the target awaits China. What’s your comment? ","Mao Ning: This year, China’s GDP growth target of around five percent is set in light of the science-based assessment of evolving dynamics both at home and abroad, full confidence in high-quality development, and the balance between qualitative and quantitative growth. The target offers a glimpse of China’s general principle of striving hard to pursue progress while ensuring stability.Despite mounting tariff barriers, a complex external environment and other challenges, we are fully confident in achieving the growth target. On demand, China has an enormous market and great potential for domestic demand. On supply, China has the most complete industrial system and considerable capacity for production. On institutional strengths, China has effective governance mechanisms featuring long-term plans, sound regulation, and coordination between central and local governments. On policy tools, China will adopt a more proactive fiscal policy and an appropriately accommodative monetary policy to fully buttress high-quality growth. A new development paradigm with domestic circulation as the mainstay and domestic and international circulations reinforcing each other is being fostered at a faster pace. Our diverse trading partners cover more than 230 countries and regions in the world. China is capable of guarding against the uncertainty brought by external shocks.Yesterday, competent authorities shared information about China’s economic performance for January and February, which shows that the momentum of economic rebound has been sustained and the policy measures are showing effect. We will further deepen reform and expand opening up. The giant ship of China’s economy will continue to cleave the waves and sail steadily toward the future, which will benefit China and provide the world with much-needed stability."
 Mao Ning,03/18/25,Yonhap News Agency," According to the ROK government, on February 26, an ocean research ship tried to investigate a steel structure set up by China in the provisional maritime zone in the Yellow Sea. As the ROK research vessel approached within 1 kilometer of the structure, China Coast Guard and other Chinese on rubber boats blocked the vessel. What is China’s position on this?","Mao Ning: I am not familiar with the specifics you mentioned. What I can tell you is that China and the ROK have overlapping claims on maritime rights and interests. The two sides are advancing negotiations on maritime delimitation and in the meanwhile, actively carrying out cooperation in the provisional maritime zone in accordance with the China-ROK Fishery Agreement. Regarding the maritime disputes between the two sides, China and the ROK maintain sound communication through the dialogue and cooperation mechanism of maritime affairs, and the maritime law enforcement authorities of the two countries also have smooth communication channel. The situation in the Yellow Sea is stable at the moment."
 Mao Ning,03/18/25,Reuters," Two questions. President Trump said that the Chinese leader may visit the U.S. in the not-too-distant future for talks. Does China have any comment on this? Second question, the U.S. Commerce Department said that using DeepSeek on government devices is banned. Do you have any comment on this?","Mao Ning: On your first question, I have no information to read out on that. On your second question, China opposes overstretching the concept of national security and politicizing trade and tech issues. We will firmly safeguard the lawful rights and interests of Chinese enterprises."
 Mao Ning,03/18/25,AFP, Australia said today that it raised concerns with China and Hong Kong authorities after Kevin Yam was targeted with wanted letters that referenced alleged national security offenses in Hong Kong and also included a Hong Kong police email address on the letter. Does the Foreign Ministry have a response to this?,Mao Ning: Hong Kong affairs are purely China’s internal affairs that brook no external interference. Australia blatantly interfered in Hong Kong’s rule of law. China strongly deplores and firmly opposes it. We urge Australia to respect China’s sovereignty and rule of law in Hong Kong to foster good conditions and atmosphere for sustainable development of China-Australia relations.
 Mao Ning,03/18/25,Reuters, Reports say that a delegation of Thai government officials is visiting China this week to check on the welfare of Chinese citizens who were deported from Thailand back to Xinjiang. Does China have any comment on this? And can you confirm the visit?,Mao Ning: This visit is part of the normal friendly exchanges between China and Thailand. I’d like to refer you to the competent authorities for more specifics. I can tell you that Xinjiang will keep its door open to the world and we welcome people from all walks of life in the international community to come and visit Xinjiang.
 Mao Ning,03/18/25,AFP, There are reports today that Chinese authorities are investigating CK Hutchison’s sale of its overseas ports after the company agreed to sell its Panama operations. Can the Ministry confirm these investigations or give any details?,"Mao Ning: On your specific question, I’d refer you to competent authorities. Let me stress more broadly that China firmly opposes moves that infringe on and undermine other countries’ legitimate rights and interests through economic coercion, hegemonism and bullying."
 Mao Ning,03/18/25,Bloomberg," President Donald Trump has moved to close the agency that oversees Voice of America and Radio Free Asia and that has drawn praise from China and Cambodia. The Global Times used an editorial to celebrate the closing of VOA, which it called a “lie factory” for “stirring up conflict.” We are wondering if the Foreign Ministry has any comment.","Mao Ning: We are not going to comment on U.S. adjustment of its domestic policies and the views of Chinese media. But on those U.S. media you mentioned, their blemished track record on China coverage is hardly a secret."
 Mao Ning,03/18/25,AFP, I just wonder if you could provide any more information on Foreign Minister Wang Yi’s visit to Japan for the trilateral meeting.,"Mao Ning: Foreign Minister Wang Yi will travel to Japan to attend the 11th China-Japan-ROK Trilateral Foreign Ministers’ Meeting and exchange views with the Japanese side and the ROK side on advancing the trilateral cooperation as well as on regional and international issues of common interest. While he is in Japan, Foreign Minister Wang Yi will co-chair with Foreign Minister Iwaya the Sixth China-Japan High-Level Economic Dialogue, which is an important step to implement the common understandings between the leaders of the two countries reached in their meeting in Lima. The two sides will enhance macro policy coordination and identify key areas and direction for cooperation going forward through this dialogue. Foreign Minister Wang Yi will also meet with political figures of Japan and heads of organizations dedicated to China-Japan friendship. For the specifics, we will release readouts in a timely manner. Please check back for updates later."
 Mao Ning,03/17/25,CCTV," Recently, the Foreign Ministers of the G7 issued the Statement of the G7 Foreign Ministers’ Meeting and the G7 Foreign Ministers Declaration on Maritime Security and Prosperity to propagate China-related issues again. They made irresponsible remarks on the Taiwan question and maritime issues and expressed concerns over the alleged provision of weapons and dual-use components to Russia by China, China’s so-called overcapacity and military build-up, etc. Do you have any comment?","Mao Ning: The joint statement of the G7 Foreign Ministers’ meeting and their declaration are a deliberate mischaracterization of the facts and truth, which seek to vilify China and interfere in China’s internal affairs. We strongly deplore and firmly reject that and have lodged serious protests with relevant countries.Let me stress that the Taiwan question is at the core of China’s core interests, which brooks no external interference. The situation in the South China Sea is generally stable. Freedom of navigation and overflight in the South China Sea has never been an issue. The G7 should stop sowing discord and provoking disputes. China has all along been promoting talks for peace on the Ukraine issue, never provided lethal weapons to any party to the conflict and exercised strict export control over dual-use articles. We absolutely reject the G7’s blame-shifting.China is committed to peaceful development, follows a national defense policy that is defensive in nature and always keeps its nuclear strength at the minimum level required by national security. China’s national defense spending is made to safeguard our nation’s sovereignty, security and development interests and it is open, transparent, reasonable and appropriate. The G7 says nothing about the U.S.’s responsibility in disarmament and the risks of nuclear proliferation posed by AUKUS, and chooses to direct the issue at China instead. This is out-and-out double standards. The narrative of “Chinese overcapacity” has been proved false by facts. The G7 should stop politicizing and weaponizing trade and economic ties and stop undermining the international economic order and destabilizing global industrial and supply chains. We call on the G7 to see the trend of history, discard the Cold War mentality and ideological bias, stop undermining China’s sovereignty and interfering in China’s internal affairs and stop stoking antagonism and bloc confrontation. They need to focus on major issues including addressing global challenges and promoting global development and do more things that are conducive to international solidarity and cooperation."
 Mao Ning,03/17/25,China News Service," Recently, 40 Chinese nationals detained in Thailand were repatriated to China. U.S. Secretary of State Marco Rubio announced sanctions including visa restriction policy that will apply to Thai government officials involved in the deportation cooperation. The Foreign Affairs Ministry of Thailand issued a statement stressing that the Thai government has clarified this matter on multiple occasions and that Thailand has always upheld a long tradition of humanitarianism. It is also noted in the statement that Thailand values the alliance with the U.S., but the ties should be based on mutual respect. What’s your comment? ","Mao Ning: China and Thailand, as two sovereign nations, working together to crack down on human smuggling and other cross-border crimes is in line with domestic laws of both countries as well as international law and common practices. The U.S. has no right to interfere in such cooperation. The 40 Chinese nationals, under wrong influence, illegally crossed the border and ended up stranded in Thailand, where they were detained for over a decade. The Chinese government has the obligation and responsibility to protect its citizens and help them reunite with their families and resume normal lives.By politicizing this issue, the U.S. is in nature applying double standards and suppressing dissent. The U.S. Immigration and Customs Enforcement (ICE) reported the removal of over 270,000 noncitizens to 192 different countries during the 2024 fiscal year, marking the highest level of deportations since 2014. The U.S. on the one hand engages in indiscriminate deportation against illegal immigrants, yet on the other points fingers at and smears other countries’ legitimate law enforcement cooperation, and slaps sanctions and puts pressure on others. This is typical bullying. China strongly condemns all ill-intentioned vilification and illegal sanctions against China and Thailand, and firmly opposes the U.S. manipulating Xinjiang-related issues under the pretext of human rights, interfering in China’s domestic affairs, and disrupting the normal law enforcement cooperation between China and relevant countries. China will continue to enhance communication and coordination with relevant countries on the basis of mutual respect and equal-footed consultation, protect the lawful rights and interests of Chinese citizens and work for stronger international law enforcement cooperation."
 Mao Ning,03/17/25,Global Times," It was reported that recently, a Japanese Diet member submitted a letter of inquiry to the Japanese government, saying that the 1972 China-Japan Joint Statement contains the words that “The Government of the People’s Republic of China reiterates that Taiwan is an inalienable part of the territory of the People’s Republic of China. The Government of Japan fully understands and respects this position of the Government of the People’s Republic of China,” and the Diet member asked whether Japanese local governments and local councilors have the legal obligation to observe this position. In response to this, the Japanese government issued a reply letter, claiming that the 1972 China-Japan Joint Statement is “not legally binding.” The reports say that successive Japanese cabinets all believe that the joint statement is “not legally binding”, and the reply letter once again shows that the Joint Statement does not restrict Japanese local councilors’ activities in Taiwan. What is China’s comment?","Mao Ning: There is but one China in the world, Taiwan is an inalienable part of China’s territory, and the government of the People’s Republic of China is the sole legal government representing the whole of China. China firmly opposes official interaction of any form between China’s Taiwan region and countries having diplomatic ties with China. The one-China principle is the political foundation of China-Japan relations.In 1972, the Chinese and Japanese governments signed the China-Japan Joint Statement, in which the Japanese side explicitly pledged that “The Government of Japan recognizes the Government of the People’s Republic of China as the sole legal Government of China. The Government of the People’s Republic of China reiterates that Taiwan is an inalienable part of the territory of the People’s Republic of China. The Government of Japan fully understands and respects this position of the Government of the People’s Republic of China, and it firmly maintains its position under Article 8 of the Potsdam Proclamation.” Article 8 of the Potsdam Proclamation reiterates that the “terms of the Cairo Declaration shall be carried out.” And the 1943 Cairo Declaration explicitly demands that “all the territories Japan has stolen from the Chinese, such as Manchuria, Formosa, and the Pescadores, shall be restored” to China. These documents not only confirm the fact that Taiwan belongs to China, but also constitute the legal basis for ending the state of war between the Allied Nations and Japan and building the post-war international order in the Asia-Pacific. They certainly are legally binding.In 1978, China and Japan signed the Treaty of Peace and Friendship Between China and Japan, in which the two sides affirmed that the China-Japan Joint Statement “constitutes the basis for relations of peace and friendship between the two countries and that the principles set out in that statement should be strictly observed.” The treaty was signed by the Chinese and Japanese governments, and officially came into effect after deliberation and approval by the legislators of the two countries. It affirmed the principles and contents of the joint statement in legal terms and is certainly legally binding.Taiwan has been back under China’s sovereign jurisdiction for 80 years. The Japanese side attempted to obscure historical facts regarding the Taiwan question, which severely misleads the Japanese people, violates the Japanese government’s promise of adhering to the one-China principle, challenges the political foundation of China-Japan relations and sends a significantly wrong message to the “Taiwan independence” forces. We firmly oppose this. We seriously urge the Japanese side to abide by the principles and spirit of the four political documents with China, earnestly fulfill relevant legal obligations, act prudently on the Taiwan question and honor its promise of adhering to the one-China principle with concrete actions."
 Mao Ning,03/17/25,Reuters, Our question is about the visit to Panama by a delegation of the Communist Party of China from Friday to Saturday. This delegation was led by the Vice Minister of the CPC’s international department. Our questions are what did the delegation do in Panama? What was conveyed to the Panama people and also did the delegation visit the Panama Ports Company?,"Mao Ning: China has released a readout on the CPC delegation’s visit to Panama, which you may refer to. For more specifics, I’d refer you to competent Chinese authorities. "
 Mao Ning,03/17/25,AFP, Houthi rebels said today that they had attacked a U.S. aircraft carrier group in retaliation for American strikes in Yemen. Does the Foreign Ministry have a comment on the U.S. strikes and also on the Houthis’ retaliation there?,"Mao Ning: China opposes any moves that escalate tensions in the Red Sea. There are complex reasons behind the situation in the Red Sea and the issue of Yemen, and they should be properly settled through dialogue and negotiation."
 Mao Ning,03/17/25,PTI," Prime Minister of India Mr. Narendra Modi has spoken about India-China relations in an interview, stating the competition should never turn into conflict and both countries are working to restore the relations after his meeting with the Chinese leader in October last year. Some of the salient points of his interview were that the differences are natural. When two neighboring countries exist, occasional disagreements are bound to happen. But our focus is to ensure that these differences don’t turn into disputes. That’s why we have actively worked towards dialogue instead of discord. We stress dialogue because only through dialogue, can we build a stable cooperative relationship that serves the best interest of both countries. I would like to have your view on this. ","Mao Ning: China appreciated Prime Minister Narendra Modi’s recent positive statements on China-India relations. The successful meeting between President Xi Jinping and Prime Minister Narendra Modi in Kazan last October provided strategic guidance for the improvement and development of the bilateral ties. Both sides have earnestly followed through on the important common understandings of our leaders, strengthened exchanges and practical cooperation at all levels, and achieved a series of positive outcomes. Let me stress that in the two-thousand-year-plus history, the mainstream of China-India interactions has been friendly exchanges and mutual learning. This greatly contributes to the progress of civilizations and humanity. As the two largest developing countries, China and India have a shared task to achieve respective development and revitalization, and should understand and support each other, and help each other succeed. This serves the fundamental interests of over 2.8 billion people in the two countries, meets the common aspiration of regional countries, follows the historical trend of the Global South growing stronger, and is conducive to world peace, stability, development and prosperity. The two countries should be partners that contribute to each other’s success. A cooperative pas de deux of the dragon and the elephant is the only right choice for both sides. China stands ready to work with India to implement the important common understandings between the two leaders, take the 75th anniversary of China-India diplomatic relations as an opportunity, promote exchange and cooperation in various fields and at all levels, and advance China-India relations on the track of sound and stable development."
 Mao Ning,03/17/25,CCTV, Sources say that the Taiwan authorities are going to set foreign missions in a handful of countries or use the term “Taiwan” over “Taipei” in relevant institutions. What’s your comment?,"Mao Ning: The one-China principle is a well-recognized norm in international relations, a prevailing consensus in the international community and the political foundation for China to establish and grow its relations with other countries. The government of the People’s Republic of China is the sole legal government representing the whole of China. Taiwan is never a country, not in the past, and never in the future.For quite some time, the DPP authorities have used exchange and cooperation in economy, trade, technology, culture, and education, among other fields, as a pretext to drill through the rock-solid international commitment to the one-China principle, and expand so-called “international space.” They have coerced or cajoled other countries through dollar diplomacy and bribes to set new institutions or rename existing ones in some countries, tempt them to cross, trample on or make moves on the margins of the red line of the Taiwan question, and destroy their relations with China. Our message to the DPP authorities is that China’s reunification cannot be hindered, and relying on external forces for independence cannot succeed.China has all along opposed official interaction of any form between the Taiwan authorities and countries that have diplomatic relations with China. We hope relevant countries will see through the Taiwan authorities’ ill-intentioned schemes, abide by the one-China principle with concrete actions, and uphold the political foundation of their relations with China.  "
